"created_at","twitter_id","screen_name","followers_count","friends_count","retweet_count","favorite_count","in_reply_to_screen_name","twitter_url","text","is_retweet","is_quote"
"2016-09-28T00:20:30Z","780925114053435392","blacktivistwon",46,37,0,0,,"http://twitter.com/blacktivistwon/status/780925114053435392","RT @LikeSPIKE24: Obama tears Donald Trump in 40 seconds.  #DebateNight  #Debates2016  https://t.co/qSNTPpfzMo",true,false
"2016-09-28T22:03:49Z","781253104243085312","AmericanRN1027",1172,3579,0,0,"TeamTrump","http://twitter.com/AmericanRN1027/status/781253104243085312","@TeamTrump @realDonaldTrump @BLMLA @TeamTrump. @Blacktivists @mcuban @HillaryClinton   https://t.co/tU8FHxFzw0",false,false
"2016-10-04T02:22:12Z","783130066460954624","Blacktivist__",683,423,0,0,,"http://twitter.com/Blacktivist__/status/783130066460954624","RT @Globamasnow: Kim K got robbed at gunpoint, Spongebob is getting cancelled, clowns are killing people &amp; Donald Trump might become Presid…",true,false
"2016-10-15T18:08:01Z","787354357423419392","Blacktivist__",698,433,0,0,,"http://twitter.com/Blacktivist__/status/787354357423419392","💀💀 https://t.co/nn7C4Glo7l",false,true
"2016-09-02T22:14:12Z","771833631841091584","Blacktivists",2404,1424,0,0,,"http://twitter.com/Blacktivists/status/771833631841091584","The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https://t.co/vlE7gwJU3B",false,false
"2016-09-02T22:14:53Z","771833803446882305","yeldaeh",96,858,0,0,,"http://twitter.com/yeldaeh/status/771833803446882305","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-02T22:19:26Z","771834947476783105","D_Rod91",221,311,0,0,,"http://twitter.com/D_Rod91/status/771834947476783105","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-02T22:22:55Z","771835825059405824","ruth6625",435,496,0,0,,"http://twitter.com/ruth6625/status/771835825059405824","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-02T22:50:46Z","771842832214528000","Damu_yaMashujaa",748,537,0,0,,"http://twitter.com/Damu_yaMashujaa/status/771842832214528000","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-02T22:51:23Z","771842991560482816","Den_Fabrizi",410,333,0,0,,"http://twitter.com/Den_Fabrizi/status/771842991560482816","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-02T23:04:46Z","771846359087476740","MsBufnitza",261,665,0,0,,"http://twitter.com/MsBufnitza/status/771846359087476740","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-03T00:44:35Z","771871477637451776","TierraSherin86",445,615,0,0,,"http://twitter.com/TierraSherin86/status/771871477637451776","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-03T01:28:00Z","771882401366740992","Ko_Thuggaaa",766,685,0,0,,"http://twitter.com/Ko_Thuggaaa/status/771882401366740992","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-03T02:24:48Z","771896699337871361","johnny_jayy14",11533,10949,0,0,,"http://twitter.com/johnny_jayy14/status/771896699337871361","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-03T13:29:58Z","772064093259923456","Elemen2al",268,1076,0,0,,"http://twitter.com/Elemen2al/status/772064093259923456","RT @Blacktivists: The New Black Panther Party leader said that people should “truly examine” Trump`s outreach to the black community. https…",true,false
"2016-09-06T21:41:15Z","773274890170400768","Shayevanslive",1346,1419,0,0,"Blacktivists","http://twitter.com/Shayevanslive/status/773274890170400768","@Blacktivists NO way Trump would be better. We have to vote down ballot for Dem. Can't just vote 4 president expect things to get done!!!",false,false
